,PLAYER_ID,DateRecovered,DateInjured,TEAM_ID,Team,Player,InjuryNotes,RecoverNotes,InjuryLengthDays,NumberInjuries
876,2561,2013-02-20,2010-12-03,1610612766,Hornets,David West,stomach virus (DNP),activated from IL,810 days,18
877,2561,2013-03-28,2013-03-18,1610612754,Pacers,David West,placed on IL with sprained back,activated from IL,10 days,18
878,2561,2014-11-28,2013-04-17,1610612754,Pacers,David West,DNP,returned to lineup,590 days,18
879,2561,2015-03-29,2015-03-26,1610612754,Pacers,David West,allergic reaction / illness (DTD),returned to lineup,3 days,18
880,2561,2016-04-02,2016-03-28,1610612759,Spurs,David West,rest (DTD),activated from IL,5 days,18
881,2561,2016-04-17,2016-04-13,1610612759,Spurs,David West,rest (DTD),returned to lineup,4 days,18
882,2561,2017-02-23,2017-01-18,1610612744,Warriors,David West,fractured left thumb (DTD),activated from IL,36 days,18
883,2561,2017-11-08,2017-11-06,1610612744,Warriors,David West,placed on IL for rest,activated from IL,2 days,18
884,2561,2017-12-01,2017-11-29,1610612744,Warriors,David West,placed on IL with sore left knee,activated from IL,2 days,18
885,2561,2018-02-06,2018-02-02,1610612744,Warriors,David West,placed on IL for rest / personal reasons,activated from IL,4 days,18
886,2561,2018-03-16,2018-03-06,1610612744,Warriors,David West,placed on IL with cyst in right arm,activated from IL,10 days,18
887,2562,2012-01-16,2012-01-11,1610612738,Celtics,Sasha Pavlovic,placed on IL,activated from IL,5 days,2
888,2562,2012-02-12,2012-02-09,1610612738,Celtics,Sasha Pavlovic,placed on IL with wrist injury,activated from IL,3 days,2
889,2563,2010-10-30,2010-10-27,1610612754,Pacers,Dahntay Jones,placed on IL,activated from IL,3 days,6
890,2563,2010-11-22,2010-11-20,1610612754,Pacers,Dahntay Jones,placed on IL,activated from IL,2 days,6
891,2563,2010-11-28,2010-11-23,1610612754,Pacers,Dahntay Jones,placed on IL,activated from IL,5 days,6
892,2563,2010-12-11,2010-12-08,1610612754,Pacers,Dahntay Jones,placed on IL,activated from IL,3 days,6
893,2563,2010-12-26,2010-12-20,1610612754,Pacers,Dahntay Jones,placed on IL,activated from IL,6 days,6
894,2563,2011-01-28,2010-12-29,1610612754,Pacers,Dahntay Jones,placed on IL,activated from IL,30 days,6
895,2564,2013-03-06,2013-03-01,1610612759,Spurs,Boris Diaw,placed on IL with strained back,activated from IL,5 days,13
896,2564,2013-05-06,2013-04-10,1610612759,Spurs,Boris Diaw,sprained back (DTD),activated from IL,26 days,13
897,2564,2013-11-25,2013-11-23,1610612759,Spurs,Boris Diaw,placed on IL with rib injury,activated from IL,2 days,13
898,2564,2014-01-07,2014-01-04,1610612759,Spurs,Boris Diaw,placed on IL with strep throat,activated from IL,3 days,13
899,2564,2014-12-26,2014-02-06,1610612759,Spurs,Boris Diaw,food poisoning (DNP),returned to lineup,323 days,13
900,2564,2016-03-26,2016-03-25,1610612759,Spurs,Boris Diaw,placed on IL for rest,activated from IL,1 days,13
901,2564,2016-04-13,2016-04-04,1610612759,Spurs,Boris Diaw,sore right adductor (DTD),activated from IL,9 days,13
902,2564,2016-11-14,2016-11-01,1610612762,Jazz,Boris Diaw,bruised right leg (DTD),activated from IL,13 days,13
903,2567,2011-01-22,2010-12-18,1610612746,Clippers,Brian Cook,placed on IL with sprained right ankle,activated from IL,35 days,5
904,2567,2011-03-07,2011-03-05,1610612746,Clippers,Brian Cook,placed on IL,activated from IL,2 days,5
905,2567,2011-03-20,2011-03-19,1610612746,Clippers,Brian Cook,placed on IL,activated from IL,1 days,5
906,2567,2011-04-01,2011-03-25,1610612746,Clippers,Brian Cook,placed on IL,activated from IL,7 days,5
907,2567,2012-01-20,2012-01-16,1610612746,Clippers,Brian Cook,placed on IL with sprained left ankle,activated from IL,4 days,5
908,2568,2010-12-20,2010-11-09,1610612749,Bucks,Carlos Delfino,strained neck (DNP),activated from IL,41 days,40
909,2568,2011-01-21,2010-12-20,1610612749,Bucks,Carlos Delfino,concussion (DNP),activated from IL,32 days,40
910,2568,2012-04-07,2011-04-02,1610612749,Bucks,Carlos Delfino,bruised right chest/ribs (DNP),activated from IL,371 days,40
911,2568,2012-12-01,2012-04-21,1610612749,Bucks,Carlos Delfino,strained right groin (DNP),activated from IL,224 days,40
912,2568,2013-04-09,2012-12-28,1610612745,Rockets,Carlos Delfino,illness (DNP),activated from IL,102 days,40
913,2570,2011-01-25,2010-10-26,1610612738,Celtics,Kendrick Perkins,placed on IL recovering from surgery on right knee to repair torn ACL,activated from IL,91 days,15
914,2570,2011-03-14,2011-02-25,1610612760,Thunder,Kendrick Perkins,placed on IL with strained MCL in left knee,activated from IL,17 days,15
915,2570,2013-02-22,2012-02-17,1610612760,Thunder,Kendrick Perkins,bruised right knee (DNP),activated from IL,371 days,15
916,2570,2013-04-17,2013-04-12,1610612760,Thunder,Kendrick Perkins,right hamstring injury (DTD),activated from IL,5 days,15
917,2570,2014-04-03,2014-02-21,1610612760,Thunder,Kendrick Perkins,strained groin (DTD),activated from IL,41 days,15
918,2570,2014-12-21,2014-12-19,1610612760,Thunder,Kendrick Perkins,left knee injury (DTD),returned to lineup,2 days,15
919,2570,2015-12-11,2015-11-01,1610612740,Pelicans,Kendrick Perkins,strained right pectoral muscle (DTD),activated from IL,40 days,15
920,2570,2018-04-22,2018-04-15,1610612739,Cavaliers,Kendrick Perkins,placed on IL,activated from IL,7 days,15
921,2571,2010-11-21,2010-11-10,1610612761,Raptors,Leandro Barbosa,placed on IL with strained left shoulder,activated from IL,11 days,39
922,2571,2011-02-08,2011-01-14,1610612761,Raptors,Leandro Barbosa,strained right hamstring (DTD),activated from IL,25 days,39
923,2571,2012-01-31,2011-04-05,1610612761,Raptors,Leandro Barbosa,placed on IL with sore right pinky finger (out for season),activated from IL,301 days,39
924,2571,2012-03-20,2012-03-16,1610612754,Pacers,Leandro Barbosa,placed on IL,activated from IL,4 days,39
925,2571,2014-11-30,2012-04-25,1610612754,Pacers,Leandro Barbosa,sprained left ankle (DNP),returned to lineup,949 days,39
926,2571,2015-03-06,2015-03-02,1610612744,Warriors,Leandro Barbosa,illness / upper respiratory infection (DTD),returned to lineup,4 days,39
927,2571,2015-04-13,2015-04-09,1610612744,Warriors,Leandro Barbosa,placed on IL with Achilles injury,returned to lineup,4 days,39
928,2571,2015-11-20,2015-11-19,1610612744,Warriors,Leandro Barbosa,virus (DTD),returned to lineup,1 days,39
929,2571,2015-12-11,2015-12-08,1610612744,Warriors,Leandro Barbosa,illness (DTD),returned to lineup,3 days,39
930,2571,2016-01-11,2015-12-28,1610612744,Warriors,Leandro Barbosa,sprained left shoulder (DTD),activated from IL,14 days,39
931,2571,2016-04-13,2016-04-10,1610612744,Warriors,Leandro Barbosa,placed on IL,activated from IL,3 days,39
932,2571,2017-03-21,2017-03-17,1610612756,Suns,Leandro Barbosa,illness (DTD),returned to lineup,4 days,39
933,2572,2010-12-18,2010-10-28,1610612764,Wizards,Josh Howard,placed on IL with torn ACL in left knee,activated from IL,51 days,19
934,2572,2011-01-05,2011-01-01,1610612764,Wizards,Josh Howard,placed on IL with sore left knee,activated from IL,4 days,19
935,2572,2011-02-13,2011-01-07,1610612764,Wizards,Josh Howard,placed on IL with sore left knee,activated from IL,37 days,19
936,2572,2011-03-12,2011-03-05,1610612764,Wizards,Josh Howard,placed on IL with strained left hamstring,activated from IL,7 days,19
937,2572,2012-04-24,2011-03-15,1610612764,Wizards,Josh Howard,left knee tendinitis (DNP),activated from IL,406 days,19
938,2574,2010-12-29,2010-12-09,1610612755,76ers,Jason Kapono,placed on IL with calf injury,activated from IL,20 days,4
939,2574,2011-02-11,2011-02-06,1610612755,76ers,Jason Kapono,placed on IL,activated from IL,5 days,4
940,2574,2011-03-14,2011-02-23,1610612755,76ers,Jason Kapono,placed on IL,activated from IL,19 days,4
941,2575,2010-11-05,2010-10-26,1610612747,Lakers,Luke Walton,placed on IL with strained right hamstring,activated from IL,10 days,8
942,2581,2010-11-16,2010-11-14,1610612747,Lakers,Steve Blake,placed on IL with stomach ache,activated from IL,2 days,36
943,2581,2011-04-20,2011-04-12,1610612747,Lakers,Steve Blake,chicken pox (DNP),activated from IL,8 days,36
944,2581,2012-02-09,2012-01-13,1610612747,Lakers,Steve Blake,placed on IL with costochondral (rib) fracture in chest,activated from IL,27 days,36
945,2581,2013-01-29,2012-09-24,1610612747,Lakers,Steve Blake,foot injury (out indefinitely),activated from IL,127 days,36
946,2584,2013-04-22,2012-03-02,1610612737,Hawks,Willie Green,lower back spasms (DNP),activated from IL,416 days,13
947,2584,2014-02-18,2014-01-22,1610612746,Clippers,Willie Green,placed on IL,activated from IL,27 days,13
948,2584,2014-12-23,2014-12-21,1610612753,Magic,Willie Green,placed on IL with illness,activated from IL,2 days,13
949,2584,2015-03-10,2015-03-06,1610612753,Magic,Willie Green,sore right Achilles (DTD),returned to lineup,4 days,13
950,2584,2015-03-22,2015-03-11,1610612753,Magic,Willie Green,lower back spasms (DTD),returned to lineup,11 days,13
951,2585,2013-02-08,2010-12-10,1610612737,Hawks,Zaza Pachulia,illness (DTD),activated from IL,791 days,42
952,2585,2013-02-27,2013-02-25,1610612737,Hawks,Zaza Pachulia,placed on IL with Achilles tendon injury,activated from IL,2 days,42
953,2585,2014-02-01,2013-03-04,1610612737,Hawks,Zaza Pachulia,sore right Achilles tendon (DNP),activated from IL,334 days,42
954,2585,2015-02-09,2015-01-29,1610612749,Bucks,Zaza Pachulia,calf injury (DTD),returned to lineup,11 days,42
955,2585,2016-01-08,2016-01-06,1610612742,Mavericks,Zaza Pachulia,rest (DTD),returned to lineup,2 days,42
956,2585,2016-01-15,2016-01-13,1610612742,Mavericks,Zaza Pachulia,sore right Achilles (DTD),returned to lineup,2 days,42
957,2585,2016-01-29,2016-01-24,1610612742,Mavericks,Zaza Pachulia,placed on IL with sore right Achilles,activated from IL,5 days,42
958,2585,2016-12-17,2016-12-10,1610612744,Warriors,Zaza Pachulia,bruised right wrist (DTD),activated from IL,7 days,42
959,2585,2017-02-23,2017-02-01,1610612744,Warriors,Zaza Pachulia,strained right rotator cuff (DTD),activated from IL,22 days,42
960,2585,2017-06-01,2017-05-17,1610612744,Warriors,Zaza Pachulia,bruised right heel,activated from IL,15 days,42
961,2585,2017-12-06,2017-12-04,1610612744,Warriors,Zaza Pachulia,sore left shoulder (DTD),returned to lineup,2 days,42
962,2585,2017-12-25,2017-12-08,1610612744,Warriors,Zaza Pachulia,sore left shoulder (DTD),activated from IL,17 days,42
963,2585,2018-12-17,2018-12-15,1610612765,Pistons,Zaza Pachulia,placed on IL with illness,activated from IL,2 days,42
964,2585,2019-01-12,2019-01-01,1610612765,Pistons,Zaza Pachulia,right leg injury (DTD),activated from IL,11 days,42
965,2585,2019-01-16,2019-01-12,1610612765,Pistons,Zaza Pachulia,right leg injury (DTD),activated from IL,4 days,42
966,2585,2019-03-08,2019-03-06,1610612765,Pistons,Zaza Pachulia,placed on IL with right Achilles injury,activated from IL,2 days,42
967,2585,2019-03-11,2019-03-08,1610612765,Pistons,Zaza Pachulia,right Achilles injury (DTD),returned to lineup,3 days,42
968,2586,2012-02-14,2012-02-09,1610612751,Nets,Keith Bogans,fractured left ankle / torn ligament in left ankle (out for season),activated from IL,5 days,11
969,2586,2012-11-20,2012-11-18,1610612751,Nets,Keith Bogans,placed on IL,activated from IL,2 days,11
970,2586,2013-04-12,2013-03-18,1610612751,Nets,Keith Bogans,left ankle injury (DTD),activated from IL,25 days,11
971,2588,2010-11-13,2010-10-28,1610612759,Spurs,Matt Bonner,sprained right ankle (DTD),activated from IL,16 days,33
972,2588,2011-02-08,2011-01-14,1610612759,Spurs,Matt Bonner,sore right knee (DTD),activated from IL,25 days,33
973,2588,2012-03-23,2012-03-21,1610612759,Spurs,Matt Bonner,placed on IL with back injury (F),activated from IL,2 days,33
974,2588,2013-11-15,2013-01-30,1610612759,Spurs,Matt Bonner,right knee injury (DNP),activated from IL,289 days,33
975,2588,2014-04-06,2014-01-19,1610612759,Spurs,Matt Bonner,fractured nose (DNP),activated from IL,77 days,33
976,2588,2015-02-25,2014-04-11,1610612759,Spurs,Matt Bonner,food poisoning (DNP),activated from IL,320 days,33
977,2588,2015-04-19,2015-04-12,1610612759,Spurs,Matt Bonner,placed on IL with strained right calf,activated from IL,7 days,33
978,2588,2015-11-11,2015-11-02,1610612759,Spurs,Matt Bonner,placed on IL,activated from IL,9 days,33
979,2588,2015-11-18,2015-11-16,1610612759,Spurs,Matt Bonner,placed on IL,activated from IL,2 days,33
980,2588,2015-11-21,2015-11-20,1610612759,Spurs,Matt Bonner,placed on IL,activated from IL,1 days,33
981,2588,2015-11-27,2015-11-23,1610612759,Spurs,Matt Bonner,placed on IL,activated from IL,4 days,33
982,2588,2015-11-30,2015-11-28,1610612759,Spurs,Matt Bonner,placed on IL,activated from IL,2 days,33
983,2588,2015-12-12,2015-12-11,1610612759,Spurs,Matt Bonner,placed on IL,activated from IL,1 days,33
984,2588,2015-12-25,2015-12-21,1610612759,Spurs,Matt Bonner,placed on IL,activated from IL,4 days,33
985,2588,2016-01-21,2016-01-12,1610612759,Spurs,Matt Bonner,placed on IL,activated from IL,9 days,33
986,2588,2016-02-05,2016-01-22,1610612759,Spurs,Matt Bonner,placed on IL,activated from IL,14 days,33
987,2588,2016-03-02,2016-02-06,1610612759,Spurs,Matt Bonner,sore/strained left calf (DTD),activated from IL,25 days,33
988,2588,2016-03-08,2016-03-07,1610612759,Spurs,Matt Bonner,placed on IL,activated from IL,1 days,33
989,2588,2016-03-21,2016-03-10,1610612759,Spurs,Matt Bonner,placed on IL,activated from IL,11 days,33
990,2588,2016-03-25,2016-03-23,1610612759,Spurs,Matt Bonner,placed on IL,activated from IL,2 days,33
991,2588,2016-04-05,2016-04-02,1610612759,Spurs,Matt Bonner,placed on IL,activated from IL,3 days,33
992,2590,2010-11-02,2010-10-27,1610612739,Cavaliers,Mo Williams,placed on IL with groin injury,activated from IL,6 days,40
993,2590,2010-11-19,2010-11-13,1610612739,Cavaliers,Mo Williams,placed on IL with strained left groin,activated from IL,6 days,40
994,2590,2011-02-11,2010-12-29,1610612739,Cavaliers,Mo Williams,strained left hip flexor (DNP),activated from IL,44 days,40
995,2590,2011-02-28,2011-02-23,1610612739,Cavaliers,Mo Williams,placed on IL with sprained right ankle,activated from IL,5 days,40
996,2590,2012-04-12,2012-01-14,1610612746,Clippers,Mo Williams,sore right foot (DNP),activated from IL,89 days,40
997,2590,2013-03-06,2012-11-10,1610612762,Jazz,Mo Williams,strained right abductor (DNP),activated from IL,116 days,40
998,2590,2014-11-28,2014-11-26,1610612750,Timberwolves,Mo Williams,illness (DTD),returned to lineup,2 days,40
999,2590,2014-12-16,2014-12-05,1610612750,Timberwolves,Mo Williams,back spasms (DTD),returned to lineup,11 days,40
1000,2590,2015-01-10,2015-01-09,1610612750,Timberwolves,Mo Williams,sprained right ankle (DTD),returned to lineup,1 days,40
1001,2590,2015-02-02,2015-01-28,1610612750,Timberwolves,Mo Williams,sore left hip (DTD),returned to lineup,5 days,40
1002,2590,2015-11-25,2015-11-19,1610612739,Cavaliers,Mo Williams,right ankle inflammation (DTD),returned to lineup,6 days,40
1003,2590,2015-12-23,2015-12-17,1610612739,Cavaliers,Mo Williams,sprained right thumb (DTD),activated from IL,6 days,40
1004,2590,2016-02-24,2016-02-21,1610612739,Cavaliers,Mo Williams,knee injury (DTD),returned to lineup,3 days,40
1005,2590,2016-03-26,2016-02-25,1610612739,Cavaliers,Mo Williams,left knee chondromalacia (DTD),activated from IL,30 days,40
1006,2590,2016-04-22,2016-04-08,1610612739,Cavaliers,Mo Williams,left knee injury (DTD),activated from IL,14 days,40
1007,2594,2012-12-12,2012-04-26,1610612741,Bulls,Kyle Korver,rest (DNP),activated from IL,230 days,44
1008,2594,2013-12-04,2013-03-04,1610612737,Hawks,Kyle Korver,sprained right big toe (DNP),activated from IL,275 days,44
1009,2594,2015-01-16,2014-03-21,1610612737,Hawks,Kyle Korver,back spasms (DNP),activated from IL,301 days,44
1010,2594,2015-03-09,2015-03-07,1610612737,Hawks,Kyle Korver,placed on IL,activated from IL,2 days,44
1011,2594,2015-03-22,2015-03-16,1610612737,Hawks,Kyle Korver,fractured nose (DTD),activated from IL,6 days,44
1012,2594,2015-03-22,2015-03-16,1610612737,Hawks,Kyle Korver,placed on IL with fractured nose,activated from IL,6 days,44
1013,2594,2015-03-30,2015-03-28,1610612737,Hawks,Kyle Korver,rest (DTD),returned to lineup,2 days,44
1014,2594,2015-04-13,2015-04-12,1610612737,Hawks,Kyle Korver,rest (DTD),returned to lineup,1 days,44
1015,2594,2015-11-01,2015-05-23,1610612737,Hawks,Kyle Korver,sprained right ankle (out for season),activated from IL,162 days,44
1016,2594,2015-11-06,2015-11-04,1610612737,Hawks,Kyle Korver,placed on IL,activated from IL,2 days,44
1017,2594,2016-11-25,2016-11-23,1610612737,Hawks,Kyle Korver,rest (DTD),returned to lineup,2 days,44
1018,2594,2016-12-26,2016-12-23,1610612737,Hawks,Kyle Korver,illness (DTD),returned to lineup,3 days,44
1019,2594,2017-03-22,2017-03-08,1610612739,Cavaliers,Kyle Korver,sore left foot (DTD),activated from IL,14 days,44
1020,2594,2017-04-04,2017-03-27,1610612739,Cavaliers,Kyle Korver,sore left foot (DTD),activated from IL,8 days,44
1021,2594,2017-04-04,2017-03-27,1610612739,Cavaliers,Kyle Korver,placed on IL with sore left foot,activated from IL,8 days,44
1022,2594,2018-04-03,2018-04-01,1610612739,Cavaliers,Kyle Korver,sore right foot (DTD),returned to lineup,2 days,44
1023,2594,2018-04-15,2018-04-11,1610612739,Cavaliers,Kyle Korver,placed on IL for rest,activated from IL,4 days,44
1024,2594,2018-11-19,2018-11-12,1610612739,Cavaliers,Kyle Korver,sore right foot (DTD),activated from IL,7 days,44
1025,2594,2018-11-30,2018-11-28,1610612739,Cavaliers,Kyle Korver,placed on IL,activated from IL,2 days,44
1026,2594,2019-04-14,2019-04-01,1610612762,Jazz,Kyle Korver,placed on IL with sore right knee,activated from IL,13 days,44
1027,2594,2019-11-02,2019-11-01,1610612749,Bucks,Kyle Korver,placed on IL,activated from IL,1 days,44
1028,2594,2019-11-14,2019-11-09,1610612749,Bucks,Kyle Korver,placed on IL with bruised head,activated from IL,5 days,44
1029,2594,2019-11-30,2019-11-28,1610612749,Bucks,Kyle Korver,sore right elbow (DTD),activated from IL,2 days,44
1030,2594,2019-12-14,2019-12-12,1610612749,Bucks,Kyle Korver,placed on IL with sore back,activated from IL,2 days,44
1031,2594,2020-01-13,2020-01-11,1610612749,Bucks,Kyle Korver,placed on IL with sore back,activated from IL,2 days,44
1032,2594,2020-03-06,2020-02-11,1610612749,Bucks,Kyle Korver,sore back (DTD),activated from IL,24 days,44
1033,2605,2012-02-09,2011-02-06,1610612738,Celtics,Marquis Daniels,bruised spinal cord (out indefinitely),activated from IL,368 days,11
1034,2605,2012-02-19,2012-02-15,1610612738,Celtics,Marquis Daniels,placed on IL,activated from IL,4 days,11
1035,2605,2013-01-26,2013-01-22,1610612749,Bucks,Marquis Daniels,placed on IL with illness,activated from IL,4 days,11
1036,2605,2013-02-20,2013-02-19,1610612749,Bucks,Marquis Daniels,placed on IL with illness,activated from IL,1 days,11
1037,2617,2011-05-09,2010-11-22,1610612748,Heat,Udonis Haslem,placed on IL with torn ligament in left foot (out for season),activated from IL,168 days,24
1038,2617,2012-04-15,2012-04-13,1610612748,Heat,Udonis Haslem,placed on IL with stomach virus,activated from IL,2 days,24
1039,2617,2012-12-12,2012-12-10,1610612748,Heat,Udonis Haslem,placed on IL with illness,activated from IL,2 days,24
1040,2617,2012-12-31,2012-12-29,1610612748,Heat,Udonis Haslem,placed on IL with shoulder injury,activated from IL,2 days,24
1041,2617,2013-02-20,2013-02-14,1610612748,Heat,Udonis Haslem,placed on IL with leg injury,activated from IL,6 days,24
1042,2617,2013-04-17,2013-04-10,1610612748,Heat,Udonis Haslem,sprained right ankle (DNP),activated from IL,7 days,24
1043,2617,2013-11-12,2013-11-09,1610612748,Heat,Udonis Haslem,placed on IL with back spasms,activated from IL,3 days,24
1044,2617,2014-11-05,2013-11-15,1610612748,Heat,Udonis Haslem,back spasms (DNP),activated from IL,355 days,24
1045,2617,2015-03-11,2014-11-05,1610612748,Heat,Udonis Haslem,strained left quadriceps (DTD),returned to lineup,126 days,24
1046,2617,2015-04-04,2015-03-31,1610612748,Heat,Udonis Haslem,illness (DTD),returned to lineup,4 days,24
1047,2617,2016-03-01,2016-02-27,1610612748,Heat,Udonis Haslem,illness (DTD),returned to lineup,3 days,24
1048,2617,2016-04-17,2016-04-13,1610612748,Heat,Udonis Haslem,foot injury (DTD),returned to lineup,4 days,24
1049,2617,2018-12-30,2018-12-28,1610612748,Heat,Udonis Haslem,illness (DTD),returned to lineup,2 days,24
1050,2617,2019-10-26,2019-10-22,1610612748,Heat,Udonis Haslem,sprained left wrist (DTD),activated from IL,4 days,24
1051,2617,2019-11-08,2019-11-07,1610612748,Heat,Udonis Haslem,stomach illness (DTD),returned to lineup,1 days,24
1052,2617,2019-11-27,2019-11-25,1610612748,Heat,Udonis Haslem,illness (DTD),returned to lineup,2 days,24
1053,2624,2010-11-03,2010-10-27,1610612751,Nets,Quinton Ross,placed on IL,activated from IL,7 days,8
1054,2624,2010-12-01,2010-11-20,1610612751,Nets,Quinton Ross,placed on IL with calf injury,activated from IL,11 days,8
1055,2624,2011-03-25,2010-12-19,1610612751,Nets,Quinton Ross,bruised lower back (DNP),activated from IL,96 days,8
1056,2694,2011-02-02,2011-01-26,1610612737,Hawks,Josh Powell,placed on IL,activated from IL,7 days,4
1057,2694,2011-03-15,2011-03-12,1610612737,Hawks,Josh Powell,placed on IL with legal problems,activated from IL,3 days,4
1058,2694,2011-03-27,2011-03-26,1610612737,Hawks,Josh Powell,placed on IL,activated from IL,1 days,4
1059,2694,2011-04-05,2011-03-30,1610612737,Hawks,Josh Powell,placed on IL,activated from IL,6 days,4
1060,2730,2012-04-03,2010-12-03,1610612753,Magic,Dwight Howard,stomach virus (DNP),activated from IL,487 days,45
1061,2730,2014-04-12,2012-04-03,1610612753,Magic,Dwight Howard,back spasms (DNP),activated from IL,739 days,45
1062,2730,2014-11-12,2014-11-08,1610612745,Rockets,Dwight Howard,flu (DTD),returned to lineup,4 days,45
1063,2730,2014-12-13,2014-11-19,1610612745,Rockets,Dwight Howard,strained right knee (DTD),returned to lineup,24 days,45
1064,2730,2015-03-25,2015-01-25,1610612745,Rockets,Dwight Howard,sprained right ankle/ right knee injury (DTD),activated from IL,59 days,45
1065,2730,2015-04-02,2015-03-30,1610612745,Rockets,Dwight Howard,rest / sore right knee (DTD),returned to lineup,3 days,45
1066,2730,2015-11-02,2015-11-01,1610612745,Rockets,Dwight Howard,rest (DTD),returned to lineup,1 days,45
1067,2730,2015-11-07,2015-11-06,1610612745,Rockets,Dwight Howard,rest / back injury (DTD),returned to lineup,1 days,45
1068,2730,2015-11-16,2015-11-14,1610612745,Rockets,Dwight Howard,back injury (DTD),returned to lineup,2 days,45
1069,2730,2015-11-25,2015-11-21,1610612745,Rockets,Dwight Howard,rest (DTD),returned to lineup,4 days,45
1070,2730,2015-12-05,2015-12-04,1610612745,Rockets,Dwight Howard,rest (DTD),returned to lineup,1 days,45
1071,2730,2016-01-10,2016-01-07,1610612745,Rockets,Dwight Howard,soreness/stiffness in lower back (DTD),returned to lineup,3 days,45
1072,2730,2016-01-27,2016-01-21,1610612745,Rockets,Dwight Howard,sprained left ankle (DTD),returned to lineup,6 days,45
1073,2730,2016-11-18,2016-11-16,1610612737,Hawks,Dwight Howard,bruised left quadricep (DTD),returned to lineup,2 days,45
1074,2730,2016-12-26,2016-12-19,1610612737,Hawks,Dwight Howard,placed on IL with sore back,activated from IL,7 days,45
1075,2730,2017-03-13,2017-01-16,1610612737,Hawks,Dwight Howard,rest (DTD),activated from IL,56 days,45
1076,2730,2018-11-02,2017-04-07,1610612737,Hawks,Dwight Howard,rest (DTD),activated from IL,574 days,45
1077,2730,2020-07-30,2018-11-20,1610612764,Wizards,Dwight Howard,placed on IL with glute injury (out for season),activated from IL,618 days,45
1078,2730,2020-08-06,2020-08-05,1610612747,Lakers,Dwight Howard,placed on IL with sore right knee,activated from IL,1 days,45
1079,2731,2011-02-25,2011-02-01,1610612766,Hornets,Emeka Okafor,placed on IL with strained left oblique muscle,activated from IL,24 days,34
1080,2731,2018-03-06,2012-02-13,1610612766,Hornets,Emeka Okafor,sore left knee (DNP),returned to lineup,2213 days,34
1081,2732,2015-01-29,2012-01-21,1610612765,Pistons,Ben Gordon,sore left shoulder (DNP),activated from IL,1104 days,14
1082,2733,2014-10-29,2012-03-11,1610612749,Bucks,Shaun Livingston,sprained left ankle (DNP),returned to lineup,962 days,36
1083,2733,2015-03-27,2015-03-24,1610612744,Warriors,Shaun Livingston,placed on IL,activated from IL,3 days,36
1084,2733,2015-11-20,2015-11-17,1610612744,Warriors,Shaun Livingston,placed on IL with hip injury,activated from IL,3 days,36
1085,2733,2016-12-10,2016-03-27,1610612744,Warriors,Shaun Livingston,rest (DTD),activated from IL,258 days,36
1086,2733,2017-01-23,2017-01-22,1610612744,Warriors,Shaun Livingston,placed on IL for rest,activated from IL,1 days,36
1087,2733,2017-02-04,2017-02-01,1610612744,Warriors,Shaun Livingston,strained back (DTD),activated from IL,3 days,36
1088,2733,2017-03-11,2017-03-10,1610612744,Warriors,Shaun Livingston,rest (DTD),returned to lineup,1 days,36
1089,2733,2017-05-02,2017-04-19,1610612744,Warriors,Shaun Livingston,sprained right index finger (DTD),returned to lineup,13 days,36
1090,2733,2017-11-06,2017-11-04,1610612744,Warriors,Shaun Livingston,placed on IL,activated from IL,2 days,36
1091,2733,2017-12-22,2017-12-17,1610612744,Warriors,Shaun Livingston,sore right knee (DTD),activated from IL,5 days,36
1092,2733,2017-12-25,2017-12-23,1610612744,Warriors,Shaun Livingston,placed on IL with sore right knee,activated from IL,2 days,36
1093,2733,2018-03-06,2018-03-02,1610612744,Warriors,Shaun Livingston,placed on IL for rest,activated from IL,4 days,36
1094,2733,2018-04-08,2018-04-07,1610612744,Warriors,Shaun Livingston,placed on IL with sore right foot / knee,activated from IL,1 days,36
1095,2733,2018-10-24,2018-10-21,1610612744,Warriors,Shaun Livingston,placed on IL with bruised left knee,activated from IL,3 days,36
1096,2733,2018-11-12,2018-10-28,1610612744,Warriors,Shaun Livingston,placed on IL with sore right foot,activated from IL,15 days,36
1097,2733,2018-12-17,2018-12-13,1610612744,Warriors,Shaun Livingston,bruised pelvis (DTD),activated from IL,4 days,36
1098,2733,2019-01-11,2019-01-07,1610612744,Warriors,Shaun Livingston,sore left knee (DTD),activated from IL,4 days,36
1099,2733,2019-02-21,2019-02-13,1610612744,Warriors,Shaun Livingston,placed on IL,activated from IL,8 days,36
1100,2733,2019-03-08,2019-03-05,1610612744,Warriors,Shaun Livingston,neck spasms (DTD),returned to lineup,3 days,36
1101,2733,2019-04-12,2019-04-10,1610612744,Warriors,Shaun Livingston,placed on IL with sore left knee,activated from IL,2 days,36
1102,2734,2010-12-05,2010-12-01,1610612751,Nets,Devin Harris,placed on IL with sprained left knee,activated from IL,4 days,44
1103,2734,2011-04-07,2011-01-08,1610612751,Nets,Devin Harris,bruised right quadriceps (DNP),activated from IL,89 days,44
1104,2734,2012-11-16,2012-02-02,1610612762,Jazz,Devin Harris,strained left hamstring (DNP),activated from IL,288 days,44
1105,2734,2012-11-28,2012-11-24,1610612737,Hawks,Devin Harris,placed on IL with turf toe in left big toe,activated from IL,4 days,44
1106,2734,2013-01-09,2012-12-19,1610612737,Hawks,Devin Harris,placed on IL with left foot injury,activated from IL,21 days,44
