,PLAYER_ID,DateRecovered,DateInjured,TEAM_ID,Team,Player,InjuryNotes,RecoverNotes,NumberInjuries,InjuryLengthDays
2019,201149,2016-01-11,2015-12-21,1610612741,Bulls,Joakim Noah,sprained left shoulder (DTD),activated from IL,57.0,21
2020,201149,2016-11-25,2016-01-15,1610612741,Bulls,Joakim Noah,separated left shoulder (out for season),activated from IL,57.0,315
2021,201149,2016-12-04,2016-11-30,1610612752,Knicks,Joakim Noah,placed on IL with sprained left ankle,activated from IL,57.0,4
2022,201149,2017-01-21,2017-01-18,1610612752,Knicks,Joakim Noah,placed on IL with sprained left ankle,activated from IL,57.0,3
2023,201149,2017-03-29,2017-02-06,1610612752,Knicks,Joakim Noah,placed on IL with sore left hamstring,returned to lineup,57.0,51
2024,201149,2017-11-27,2017-04-27,1610612752,Knicks,Joakim Noah,surgery on right shoulder to repair torn rotator cuff (out indefinitely),activated from IL,57.0,214
2025,201149,2017-12-03,2017-11-29,1610612752,Knicks,Joakim Noah,placed on IL,activated from IL,57.0,4
2026,201149,2017-12-16,2017-12-09,1610612752,Knicks,Joakim Noah,placed on IL,activated from IL,57.0,7
2027,201149,2017-12-22,2017-12-21,1610612752,Knicks,Joakim Noah,placed on IL,activated from IL,57.0,1
2028,201149,2017-12-28,2017-12-27,1610612752,Knicks,Joakim Noah,placed on IL,activated from IL,57.0,1
2029,201149,2018-01-23,2018-01-17,1610612752,Knicks,Joakim Noah,placed on IL,activated from IL,57.0,6
2030,201149,2018-12-26,2018-12-19,1610612763,Grizzlies,Joakim Noah,placed on IL with right heel injury,activated from IL,57.0,7
2031,201149,2019-02-09,2019-02-05,1610612763,Grizzlies,Joakim Noah,right heel injury (DTD),returned to lineup,57.0,4
2032,201149,2019-03-23,2019-03-22,1610612763,Grizzlies,Joakim Noah,sore right knee (DTD),returned to lineup,57.0,1
2033,201150,2012-02-04,2011-01-03,1610612755,76ers,Spencer Hawes,strained back (DNP),activated from IL,33.0,397
2034,201150,2012-03-14,2012-02-08,1610612755,76ers,Spencer Hawes,strained left Achilles tendon (DNP),activated from IL,33.0,35
2035,201150,2012-03-17,2012-03-16,1610612755,76ers,Spencer Hawes,placed on IL with left Achilles tendon injury,activated from IL,33.0,1
2036,201150,2014-12-29,2013-11-23,1610612755,76ers,Spencer Hawes,sore left knee (DNP),activated from IL,33.0,401
2037,201150,2016-01-01,2015-12-26,1610612766,Hornets,Spencer Hawes,tightness in lower back (DTD),activated from IL,33.0,6
2038,201150,2016-01-04,2016-01-01,1610612766,Hornets,Spencer Hawes,sore lower back (DTD),returned to lineup,33.0,3
2039,201150,2016-03-14,2016-02-18,1610612766,Hornets,Spencer Hawes,strained lower back (DTD),activated from IL,33.0,25
2040,201150,2016-03-19,2016-03-14,1610612766,Hornets,Spencer Hawes,strained lower back (DTD),returned to lineup,33.0,5
2041,201150,2017-02-10,2016-04-28,1610612766,Hornets,Spencer Hawes,sprained MCL in right knee (out for season),activated from IL,33.0,288
2042,201150,2017-04-12,2017-04-10,1610612749,Bucks,Spencer Hawes,placed on IL,activated from IL,33.0,2
2043,201151,2010-11-30,2010-11-26,1610612763,Grizzlies,Acie Law,placed on IL with flu,activated from IL,5.0,4
2044,201151,2011-01-24,2011-01-22,1610612744,Warriors,Acie Law,placed on IL with sore left knee,activated from IL,5.0,2
2045,201151,2011-02-21,2011-02-03,1610612744,Warriors,Acie Law,placed on IL with sprained right wrist,activated from IL,5.0,18
2046,201152,2013-02-24,2012-03-07,1610612755,76ers,Thaddeus Young,upper respiratory infection (DNP),activated from IL,12.0,354
2047,201152,2015-03-31,2015-03-27,1610612751,Nets,Thaddeus Young,strained left knee (DTD),returned to lineup,12.0,4
2048,201152,2017-02-24,2016-04-01,1610612751,Nets,Thaddeus Young,placed on IL,activated from IL,12.0,329
2049,201152,2017-03-05,2017-03-01,1610612754,Pacers,Thaddeus Young,placed on IL,activated from IL,12.0,4
2050,201152,2018-04-22,2018-04-10,1610612754,Pacers,Thaddeus Young,placed on IL for rest,activated from IL,12.0,12
2051,201152,2019-04-14,2019-04-10,1610612754,Pacers,Thaddeus Young,right hand injury (DTD),returned to lineup,12.0,4
2052,201153,2011-03-20,2011-03-18,1610612761,Raptors,Julian Wright,placed on IL,activated from IL,1.0,2
2053,201154,2010-12-01,2010-11-25,1610612764,Wizards,Al Thornton,placed on IL with sprained left ankle,activated from IL,4.0,6
2054,201154,2011-02-16,2011-02-09,1610612764,Wizards,Al Thornton,dislocated right middle finger (DNP),activated from IL,4.0,7
2055,201154,2011-03-01,2011-02-25,1610612764,Wizards,Al Thornton,placed on IL with sprained left ankle,activated from IL,4.0,4
2056,201155,2011-01-03,2010-12-19,1610612765,Pistons,Rodney Stuckey,sore left big toe (DNP),activated from IL,43.0,15
2057,201155,2011-02-08,2011-01-28,1610612765,Pistons,Rodney Stuckey,bruised right shoulder (DNP),activated from IL,43.0,11
2058,201155,2012-11-16,2012-01-06,1610612765,Pistons,Rodney Stuckey,groin injury (DTD),activated from IL,43.0,315
2059,201155,2013-01-04,2012-12-17,1610612765,Pistons,Rodney Stuckey,back spasms (DNP),activated from IL,43.0,18
2060,201155,2013-01-29,2013-01-27,1610612765,Pistons,Rodney Stuckey,placed on IL,activated from IL,43.0,2
2061,201155,2013-11-01,2013-10-10,1610612765,Pistons,Rodney Stuckey,fractured right thumb (out indefinitely),activated from IL,43.0,22
2062,201155,2013-12-11,2013-12-08,1610612765,Pistons,Rodney Stuckey,sore left knee (DNP),activated from IL,43.0,3
2063,201155,2013-12-21,2013-12-18,1610612765,Pistons,Rodney Stuckey,placed on IL with sore right shoulder,activated from IL,43.0,3
2064,201155,2014-11-19,2013-12-30,1610612765,Pistons,Rodney Stuckey,sore shoulder (DNP),returned to lineup,43.0,324
2065,201155,2015-01-09,2015-01-07,1610612754,Pacers,Rodney Stuckey,sore right groin (DTD),returned to lineup,43.0,2
2066,201155,2015-03-29,2015-03-23,1610612754,Pacers,Rodney Stuckey,placed on IL with calf injury,activated from IL,43.0,6
2067,201155,2015-11-09,2015-11-07,1610612754,Pacers,Rodney Stuckey,ankle injury (DTD),returned to lineup,43.0,2
2068,201155,2015-11-21,2015-11-09,1610612754,Pacers,Rodney Stuckey,sore right ankle (DTD),returned to lineup,43.0,12
2069,201155,2016-02-26,2016-01-12,1610612754,Pacers,Rodney Stuckey,sprained right ankle/foot (DTD),activated from IL,43.0,45
2070,201155,2016-11-18,2016-10-28,1610612754,Pacers,Rodney Stuckey,sore right hamstring (DTD),activated from IL,43.0,21
2071,201155,2016-12-26,2016-12-15,1610612754,Pacers,Rodney Stuckey,sore/strained left hamstring (DTD),returned to lineup,43.0,11
2072,201155,2017-02-01,2016-12-27,1610612754,Pacers,Rodney Stuckey,sore left hamstring (DTD),activated from IL,43.0,36
2073,201155,2017-02-06,2017-02-02,1610612754,Pacers,Rodney Stuckey,sprained right ankle (DTD),activated from IL,43.0,4
2074,201155,2017-03-29,2017-03-28,1610612754,Pacers,Rodney Stuckey,placed on IL with strained patellar tendon in left knee,activated from IL,43.0,1
2075,201156,2010-12-05,2010-12-03,1610612764,Wizards,Nick Young,placed on IL with bruised left thigh,activated from IL,59.0,2
2076,201156,2011-02-21,2011-02-16,1610612764,Wizards,Nick Young,placed on IL with sore left knee,activated from IL,59.0,5
2077,201156,2011-03-06,2011-03-05,1610612764,Wizards,Nick Young,placed on IL with flu,activated from IL,59.0,1
2078,201156,2012-03-18,2011-03-15,1610612764,Wizards,Nick Young,bruised left knee (DNP),activated from IL,59.0,369
2079,201156,2014-11-18,2012-04-22,1610612746,Clippers,Nick Young,flu-like symptoms (DNP),activated from IL,59.0,940
2080,201156,2015-02-04,2015-01-27,1610612747,Lakers,Nick Young,sprained right ankle (DTD),returned to lineup,59.0,8
2081,201156,2015-12-25,2015-02-25,1610612747,Lakers,Nick Young,fractured left kneecap (out for season),activated from IL,59.0,303
2082,201156,2016-03-30,2016-03-27,1610612747,Lakers,Nick Young,placed on IL with illness,activated from IL,59.0,3
2083,201156,2016-04-05,2016-04-03,1610612747,Lakers,Nick Young,placed on IL,activated from IL,59.0,2
2084,201156,2016-11-27,2016-04-06,1610612747,Lakers,Nick Young,placed on IL (out for season),returned to lineup,59.0,235
2085,201156,2016-12-11,2016-11-30,1610612747,Lakers,Nick Young,strained right calf (DTD),returned to lineup,59.0,11
2086,201156,2017-03-21,2017-03-19,1610612747,Lakers,Nick Young,gastroenteritis (DTD),returned to lineup,59.0,2
2087,201156,2017-12-17,2017-12-14,1610612744,Warriors,Nick Young,concussion (DTD),returned to lineup,59.0,3
2088,201157,2011-12-26,2011-12-25,1610612742,Mavericks,Sean Williams,placed on IL,activated from IL,4.0,1
2089,201157,2012-03-05,2012-01-04,1610612742,Mavericks,Sean Williams,placed on IL,activated from IL,4.0,61
2090,201157,2012-03-17,2012-03-13,1610612742,Mavericks,Sean Williams,placed on IL,activated from IL,4.0,4
2091,201157,2012-05-21,2012-05-04,1610612738,Celtics,Sean Williams,placed on IL,activated from IL,4.0,17
2092,201158,2011-01-17,2011-01-14,1610612766,Hornets,Marco Belinelli,placed on IL with sprained right ankle,activated from IL,31.0,3
2093,201158,2014-11-21,2013-02-07,1610612741,Bulls,Marco Belinelli,sprained right ankle (DNP),returned to lineup,31.0,652
2094,201158,2015-02-04,2015-01-10,1610612759,Spurs,Marco Belinelli,strained left groin (DTD),activated from IL,31.0,25
2095,201158,2015-04-10,2015-04-08,1610612759,Spurs,Marco Belinelli,placed on IL with sore left groin,activated from IL,31.0,2
2096,201158,2016-02-01,2016-01-30,1610612758,Kings,Marco Belinelli,gastroenteritis (DTD),returned to lineup,31.0,2
2097,201158,2016-02-23,2016-02-19,1610612758,Kings,Marco Belinelli,tooth extraction (DTD),returned to lineup,31.0,4
2098,201158,2016-03-11,2016-03-09,1610612758,Kings,Marco Belinelli,back spasms (DTD),returned to lineup,31.0,2
2099,201158,2016-03-18,2016-03-16,1610612758,Kings,Marco Belinelli,sore right ankle (DTD),returned to lineup,31.0,2
2100,201158,2017-01-04,2016-03-27,1610612758,Kings,Marco Belinelli,sore right foot (out for season),activated from IL,31.0,283
2101,201158,2018-01-15,2017-04-08,1610612766,Hornets,Marco Belinelli,strained left index finger (out for season),activated from IL,31.0,282
2102,201158,2018-12-04,2018-12-02,1610612759,Spurs,Marco Belinelli,stiff neck (DTD),returned to lineup,31.0,2
2103,201158,2019-01-16,2019-01-14,1610612759,Spurs,Marco Belinelli,bruised left knee (DTD),returned to lineup,31.0,2
2104,201158,2019-04-07,2019-04-05,1610612759,Spurs,Marco Belinelli,placed on IL with sore left hip,activated from IL,31.0,2
2105,201158,2020-03-09,2020-03-03,1610612759,Spurs,Marco Belinelli,placed on IL with illness,activated from IL,31.0,6
2106,201158,2020-08-05,2020-08-02,1610612759,Spurs,Marco Belinelli,placed on IL with sprained left foot,activated from IL,31.0,3
2107,201160,2011-02-07,2011-02-05,1610612766,Hornets,Jason Smith,placed on IL with illness,activated from IL,81.0,2
2108,201160,2012-12-28,2012-02-06,1610612766,Hornets,Jason Smith,concussion (DNP),activated from IL,81.0,326
2109,201160,2013-12-27,2013-03-01,1610612766,Hornets,Jason Smith,torn labrum in right shoulder (DNP),activated from IL,81.0,301
2110,201160,2014-01-07,2013-12-27,1610612740,Pelicans,Jason Smith,bone bruise in right knee (DNP),activated from IL,81.0,11
2111,201160,2015-11-13,2014-01-18,1610612740,Pelicans,Jason Smith,right knee injury (DNP),activated from IL,81.0,664
2112,201160,2015-11-18,2015-11-13,1610612753,Magic,Jason Smith,sore left knee (DTD),returned to lineup,81.0,5
2113,201160,2016-02-19,2016-02-10,1610612753,Magic,Jason Smith,back spasms (DTD),returned to lineup,81.0,9
2114,201160,2016-10-27,2016-10-24,1610612764,Wizards,Jason Smith,sore ribs (DTD),returned to lineup,81.0,3
2115,201160,2016-12-19,2016-12-18,1610612764,Wizards,Jason Smith,strained right hamstring (DTD),returned to lineup,81.0,1
2116,201160,2017-10-25,2017-10-20,1610612764,Wizards,Jason Smith,placed on IL with sprained right shoulder,activated from IL,81.0,5
2117,201160,2017-12-12,2017-12-05,1610612764,Wizards,Jason Smith,knee injury (DTD),returned to lineup,81.0,7
2118,201160,2018-02-22,2018-02-14,1610612764,Wizards,Jason Smith,placed on IL with illness,activated from IL,81.0,8
2119,201160,2019-01-25,2018-03-02,1610612764,Wizards,Jason Smith,placed on IL,activated from IL,81.0,329
2120,201160,2019-02-08,2019-02-02,1610612749,Bucks,Jason Smith,placed on IL with sore left knee,activated from IL,81.0,6
2121,201161,2010-11-19,2010-11-14,1610612760,Thunder,Daequan Cook,placed on IL,activated from IL,5.0,5
2122,201161,2011-01-22,2010-11-22,1610612760,Thunder,Daequan Cook,placed on IL,activated from IL,5.0,61
2123,201161,2012-04-02,2012-03-16,1610612760,Thunder,Daequan Cook,sore right shoulder (DNP),activated from IL,5.0,17
2124,201162,2015-03-02,2012-02-04,1610612756,Suns,Jared Dudley,bruised thigh (DNP),returned to lineup,24.0,1122
2125,201162,2015-03-26,2015-03-14,1610612749,Bucks,Jared Dudley,knee injury (DTD),returned to lineup,24.0,12
2126,201162,2015-04-01,2015-03-30,1610612749,Bucks,Jared Dudley,sore back (DTD),returned to lineup,24.0,2
2127,201162,2015-04-18,2015-04-15,1610612749,Bucks,Jared Dudley,back spasms (DTD),returned to lineup,24.0,3
2128,201162,2016-11-30,2015-07-21,1610612764,Wizards,Jared Dudley,surgery on lower back (out indefinitely),returned to lineup,24.0,498
2129,201162,2017-01-19,2017-01-16,1610612756,Suns,Jared Dudley,dizziness (DTD),returned to lineup,24.0,3
2130,201162,2017-01-26,2017-01-24,1610612756,Suns,Jared Dudley,placed on IL with flu,activated from IL,24.0,2
2131,201162,2017-02-04,2017-02-01,1610612756,Suns,Jared Dudley,placed on IL with illness,activated from IL,24.0,3
2132,201162,2017-10-23,2017-06-28,1610612756,Suns,Jared Dudley,surgery to repair ligament and bone (out indefinitely),activated from IL,24.0,117
2133,201162,2017-11-24,2017-11-11,1610612756,Suns,Jared Dudley,placed on IL with sprained right knee,activated from IL,24.0,13
2134,201162,2018-01-07,2018-01-02,1610612756,Suns,Jared Dudley,placed on IL with illness,activated from IL,24.0,5
2135,201162,2018-04-06,2018-03-30,1610612756,Suns,Jared Dudley,sore left ankle (DTD),returned to lineup,24.0,7
2136,201162,2019-02-21,2019-01-11,1610612751,Nets,Jared Dudley,placed on IL with left hamstring injury,activated from IL,24.0,41
2137,201162,2019-04-18,2019-04-15,1610612751,Nets,Jared Dudley,placed on IL with right calf injury,activated from IL,24.0,3
2138,201163,2011-02-04,2011-01-28,1610612752,Knicks,Wilson Chandler,placed on IL with sore left calf,activated from IL,66.0,7
2139,201163,2011-03-30,2011-03-25,1610612743,Nuggets,Wilson Chandler,placed on IL with sore/sprained left ankle,activated from IL,66.0,5
2140,201163,2011-04-13,2011-04-09,1610612743,Nuggets,Wilson Chandler,sore left ankle (DNP),activated from IL,66.0,4
2141,201163,2012-04-15,2012-04-01,1610612743,Nuggets,Wilson Chandler,strained left groin (DTD),activated from IL,66.0,14
2142,201163,2012-11-12,2012-04-16,1610612743,Nuggets,Wilson Chandler,placed on IL with groin injury (out for season),activated from IL,66.0,210
2143,201163,2013-01-13,2012-11-15,1610612743,Nuggets,Wilson Chandler,hip injury (DTD),activated from IL,66.0,59
2144,201163,2013-03-25,2013-01-16,1610612743,Nuggets,Wilson Chandler,placed on IL,activated from IL,66.0,68
2145,201163,2013-11-13,2013-10-30,1610612743,Nuggets,Wilson Chandler,placed on IL with strained left hamstring,activated from IL,66.0,14
2146,201163,2015-01-14,2014-01-09,1610612743,Nuggets,Wilson Chandler,strained left hip (DNP),returned to lineup,66.0,370
2147,201163,2015-02-27,2015-02-23,1610612743,Nuggets,Wilson Chandler,sore left groin (DTD),returned to lineup,66.0,4
2148,201163,2015-03-16,2015-03-15,1610612743,Nuggets,Wilson Chandler,knee injury (DTD),returned to lineup,66.0,1
2149,201163,2016-11-12,2015-10-28,1610612743,Nuggets,Wilson Chandler,placed on IL with strained right hip (out for season),activated from IL,66.0,381
2150,201163,2016-12-12,2016-12-10,1610612743,Nuggets,Wilson Chandler,right hip injury (DTD),returned to lineup,66.0,2
2151,201163,2017-02-23,2017-02-13,1610612743,Nuggets,Wilson Chandler,illness (DTD),returned to lineup,66.0,10
2152,201163,2017-03-22,2017-03-13,1610612743,Nuggets,Wilson Chandler,placed on IL with right groin injury,activated from IL,66.0,9
2153,201163,2017-11-22,2017-04-12,1610612743,Nuggets,Wilson Chandler,DNP,activated from IL,66.0,224
2154,201163,2017-12-04,2017-11-28,1610612743,Nuggets,Wilson Chandler,placed on IL with sore lower back,activated from IL,66.0,6
2155,201163,2018-02-01,2018-01-29,1610612743,Nuggets,Wilson Chandler,placed on IL with illness,activated from IL,66.0,3
2156,201163,2018-03-11,2018-03-09,1610612743,Nuggets,Wilson Chandler,placed on IL with sore right hip,activated from IL,66.0,2
2157,201163,2018-04-03,2018-04-01,1610612743,Nuggets,Wilson Chandler,placed on IL with fractured nose,activated from IL,66.0,2
2158,201163,2018-11-03,2018-10-16,1610612755,76ers,Wilson Chandler,placed on IL with strained left hamstring,activated from IL,66.0,18
2159,201163,2018-11-07,2018-11-04,1610612755,76ers,Wilson Chandler,placed on IL,activated from IL,66.0,3
2160,201163,2018-12-05,2018-12-02,1610612755,76ers,Wilson Chandler,placed on IL with bruised left quadricep,activated from IL,66.0,3
2161,201163,2018-12-25,2018-12-21,1610612755,76ers,Wilson Chandler,bruised left quadricep (DTD),activated from IL,66.0,4
2162,201163,2019-01-08,2019-01-02,1610612755,76ers,Wilson Chandler,upper respiratory infection (DTD),activated from IL,66.0,6
2163,201163,2019-01-29,2019-01-25,1610612755,76ers,Wilson Chandler,left hamstring injury (DTD),activated from IL,66.0,4
2164,201163,2019-03-08,2019-02-02,1610612755,76ers,Wilson Chandler,placed on IL with strained right quadriceps,activated from IL,66.0,34
2165,201163,2020-01-12,2020-01-10,1610612751,Nets,Wilson Chandler,placed on IL with left hamstring injury,activated from IL,66.0,2
2166,201163,2020-01-15,2020-01-14,1610612751,Nets,Wilson Chandler,placed on IL with left hamstring injury,activated from IL,66.0,1
2167,201163,2020-01-23,2020-01-19,1610612751,Nets,Wilson Chandler,left hamstring injury (DTD),activated from IL,66.0,4
2168,201164,2012-01-20,2012-01-17,1610612743,Nuggets,Rudy Fernandez,placed on IL with Achilles tendon injury,activated from IL,14.0,3
2169,201164,2012-01-27,2012-01-21,1610612743,Nuggets,Rudy Fernandez,strained right Achilles tendon (DTD),returned to lineup,14.0,6
2170,201164,2012-03-13,2012-02-19,1610612743,Nuggets,Rudy Fernandez,strained lower back (DNP),activated from IL,14.0,23
2171,201166,2010-12-19,2010-11-07,1610612745,Rockets,Aaron Brooks,placed on IL with sprained left ankle,activated from IL,13.0,42
2172,201166,2011-01-10,2011-01-05,1610612745,Rockets,Aaron Brooks,placed on IL with sore/sprained left ankle,activated from IL,13.0,5
2173,201166,2011-02-27,2011-02-25,1610612756,Suns,Aaron Brooks,placed on IL,activated from IL,13.0,2
2174,201166,2013-01-14,2012-12-30,1610612758,Kings,Aaron Brooks,sore left ankle (DNP),activated from IL,13.0,15
2175,201166,2015-12-02,2014-01-15,1610612745,Rockets,Aaron Brooks,tendinitis in knee (DNP),returned to lineup,13.0,686
2176,201166,2016-11-01,2015-12-05,1610612741,Bulls,Aaron Brooks,strained left hamstring (DTD),activated from IL,13.0,332
2177,201166,2017-01-26,2017-01-23,1610612754,Pacers,Aaron Brooks,placed on IL with sore right knee,activated from IL,13.0,3
2178,201166,2017-12-28,2017-12-27,1610612750,Timberwolves,Aaron Brooks,placed on IL with illness,activated from IL,13.0,1
2179,201167,2011-03-16,2011-03-10,1610612743,Nuggets,Arron Afflalo,placed on IL with strained left hamstring,activated from IL,42.0,6
2180,201167,2011-04-01,2011-03-21,1610612743,Nuggets,Arron Afflalo,placed on IL with strained hamstring,activated from IL,42.0,11
2181,201167,2011-04-11,2011-04-03,1610612743,Nuggets,Arron Afflalo,hamstring injury (DTD),activated from IL,42.0,8
2182,201167,2011-04-23,2011-04-13,1610612743,Nuggets,Arron Afflalo,hamstring injury / rest (DNP),activated from IL,42.0,10
2183,201167,2012-01-25,2012-01-21,1610612743,Nuggets,Arron Afflalo,placed on IL with strained right groin,activated from IL,42.0,4
2184,201167,2013-02-08,2012-01-25,1610612743,Nuggets,Arron Afflalo,strained right groin (DNP),activated from IL,42.0,380
2185,201167,2013-12-20,2013-03-23,1610612753,Magic,Arron Afflalo,strained right hamstring (out for season),activated from IL,42.0,272
2186,201167,2014-03-05,2014-01-11,1610612753,Magic,Arron Afflalo,sprained right foot (DNP),activated from IL,42.0,53
2187,201167,2015-11-11,2015-10-26,1610612752,Knicks,Arron Afflalo,strained left hamstring (DTD),activated from IL,42.0,16
2188,201167,2016-03-01,2016-02-28,1610612752,Knicks,Arron Afflalo,knee injury (DTD),returned to lineup,42.0,2
2189,201167,2016-03-13,2016-03-09,1610612752,Knicks,Arron Afflalo,strained right abdominal muscle (DTD),returned to lineup,42.0,4
2190,201167,2017-01-03,2016-12-26,1610612758,Kings,Arron Afflalo,placed on IL with sprained right elbow,activated from IL,42.0,8
2191,201167,2017-02-04,2017-02-03,1610612758,Kings,Arron Afflalo,illness (DTD),returned to lineup,42.0,1
2192,201167,2017-03-01,2017-02-23,1610612758,Kings,Arron Afflalo,sore left hamstring (DTD),returned to lineup,42.0,6
2193,201167,2017-04-07,2017-04-04,1610612758,Kings,Arron Afflalo,strained lower back / hip (DTD),returned to lineup,42.0,3
2194,201167,2017-04-12,2017-04-11,1610612758,Kings,Arron Afflalo,DNP,returned to lineup,42.0,1
2195,201167,2017-12-20,2017-12-13,1610612753,Magic,Arron Afflalo,back spasms (DTD),activated from IL,42.0,7
2196,201167,2018-03-05,2018-03-02,1610612753,Magic,Arron Afflalo,placed on IL,activated from IL,42.0,3
2197,201168,2010-11-01,2010-10-27,1610612759,Spurs,Tiago Splitter,placed on IL with strained right plantaris muscle / calf injury (CBC),activated from IL,40.0,5
2198,201168,2011-03-01,2010-12-16,1610612759,Spurs,Tiago Splitter,strained right adductor (DTD),activated from IL,40.0,75
2199,201168,2012-02-29,2012-02-20,1610612759,Spurs,Tiago Splitter,placed on IL with strained right calf,activated from IL,40.0,9
2200,201168,2012-03-28,2012-03-23,1610612759,Spurs,Tiago Splitter,back spasms (DNP),activated from IL,40.0,5
2201,201168,2013-05-08,2012-05-02,1610612759,Spurs,Tiago Splitter,wrist injury (DNP),activated from IL,40.0,371
2202,201168,2013-12-16,2013-12-10,1610612759,Spurs,Tiago Splitter,placed on IL with left calf injury,activated from IL,40.0,6
2203,201168,2014-02-01,2014-01-07,1610612759,Spurs,Tiago Splitter,sprained/separated right shoulder (DNP),activated from IL,40.0,25
2204,201168,2014-11-05,2014-02-08,1610612759,Spurs,Tiago Splitter,bruised right calf (DNP),activated from IL,40.0,270
2205,201168,2014-12-10,2014-11-06,1610612759,Spurs,Tiago Splitter,placed on IL with sore right calf,activated from IL,40.0,34
2206,201168,2014-12-17,2014-12-15,1610612759,Spurs,Tiago Splitter,calf injury (DTD),returned to lineup,40.0,2
2207,201168,2014-12-22,2014-12-20,1610612759,Spurs,Tiago Splitter,rest (DTD),returned to lineup,40.0,2
2208,201168,2015-02-06,2015-02-04,1610612759,Spurs,Tiago Splitter,placed on IL,activated from IL,40.0,2
2209,201168,2015-04-19,2015-04-05,1610612759,Spurs,Tiago Splitter,placed on IL with sore right calf,activated from IL,40.0,14
2210,201168,2015-11-09,2015-11-07,1610612737,Hawks,Tiago Splitter,placed on IL with calf injury,activated from IL,40.0,2
2211,201168,2015-12-04,2015-11-21,1610612737,Hawks,Tiago Splitter,sore right hip (DTD),activated from IL,40.0,13
2212,201168,2015-12-12,2015-12-10,1610612737,Hawks,Tiago Splitter,placed on IL,activated from IL,40.0,2
2213,201168,2016-01-07,2015-12-27,1610612737,Hawks,Tiago Splitter,strained calf (DTD),activated from IL,40.0,11
2214,201168,2017-03-28,2016-02-01,1610612737,Hawks,Tiago Splitter,placed on IL with sore right hip (out for season),activated from IL,40.0,421
2215,201171,2012-03-24,2012-02-06,1610612766,Hornets,Carl Landry,placed on IL with sprained MCL in left knee,activated from IL (P),23.0,47
2216,201171,2014-01-19,2012-03-31,1610612766,Hornets,Carl Landry,sprained right ankle (DNP),activated from IL,23.0,659
2217,201171,2015-01-28,2014-02-28,1610612758,Kings,Carl Landry,placed on IL with torn medial meniscus in right knee (out for season),activated from IL,23.0,334
2218,201171,2015-12-23,2015-06-02,1610612758,Kings,Carl Landry,surgery on right wrist to repair torn ligament,activated from IL,23.0,204
2219,201175,2012-02-06,2011-03-03,1610612738,Celtics,Glen Davis,patellar tendinitis in left knee (out indefinitely),activated from IL,23.0,340
2220,201175,2013-01-14,2012-04-16,1610612753,Magic,Glen Davis,sprained right knee (DNP),activated from IL,23.0,273
2221,201175,2013-11-23,2013-01-30,1610612753,Magic,Glen Davis,fractured left foot (out indefinitely),activated from IL,23.0,297
2222,201175,2014-11-08,2014-10-30,1610612746,Clippers,Glen Davis,placed on IL with strained right groin,activated from IL,23.0,9
2223,201175,2015-03-22,2015-03-20,1610612746,Clippers,Glen Davis,placed on IL with illness,activated from IL,23.0,2
2224,201177,2010-12-20,2010-12-19,1610612754,Pacers,Josh McRoberts,placed on IL with abdominal strain,activated from IL,16.0,1
2225,201177,2011-01-14,2011-01-08,1610612754,Pacers,Josh McRoberts,placed on IL,activated from IL,16.0,6
2226,201177,2011-01-28,2011-01-22,1610612754,Pacers,Josh McRoberts,placed on IL,activated from IL,16.0,6
2227,201177,2012-01-13,2012-01-03,1610612747,Lakers,Josh McRoberts,placed on IL with toe injury,activated from IL,16.0,10
2228,201177,2014-11-01,2014-10-29,1610612748,Heat,Josh McRoberts,placed on IL with toe injury,activated from IL,16.0,3
2229,201177,2014-11-20,2014-11-16,1610612748,Heat,Josh McRoberts,placed on IL,activated from IL,16.0,4
2230,201177,2016-01-29,2014-12-10,1610612748,Heat,Josh McRoberts,torn meniscus in right knee (out for season),activated from IL,16.0,415
2231,201177,2016-11-12,2016-10-24,1610612748,Heat,Josh McRoberts,sore left foot (DTD),returned to lineup,16.0,19
2232,201177,2017-04-10,2016-12-27,1610612748,Heat,Josh McRoberts,stress fracture in left foot (DTD),activated from IL,16.0,104
2233,201177,2017-12-31,2017-04-10,1610612748,Heat,Josh McRoberts,stress fracture in left foot (out for season),activated from IL,16.0,265
2234,201178,2011-01-30,2010-11-03,1610612762,Jazz,Kyrylo Fesenko,stomach illness (DNP),activated from IL,15.0,88
2235,201178,2012-04-13,2011-03-07,1610612762,Jazz,Kyrylo Fesenko,back spasms (DNP),activated from IL,15.0,403
2236,201187,2012-11-03,2012-02-12,1610612744,Warriors,Dominic McGuire,strained/sore left knee (DNP),activated from IL,2.0,265
2237,201188,2010-10-29,2010-10-27,1610612763,Grizzlies,Marc Gasol,placed on IL with sprained right ankle / left ankle,activated from IL,27.0,2
2238,201188,2013-03-27,2013-03-23,1610612763,Grizzlies,Marc Gasol,torn abdominal muscle (DTD),returned to lineup,27.0,4
2239,201188,2014-01-14,2013-11-23,1610612763,Grizzlies,Marc Gasol,sprained MCL in left knee (out indefinitely),activated from IL,27.0,52
2240,201188,2015-03-14,2015-03-12,1610612763,Grizzlies,Marc Gasol,rest (DTD),returned to lineup,27.0,2
2241,201188,2016-10-26,2016-02-08,1610612763,Grizzlies,Marc Gasol,fractured right foot (out for season),returned to lineup,27.0,261
2242,201188,2016-11-02,2016-11-01,1610612763,Grizzlies,Marc Gasol,rest (DTD),returned to lineup,27.0,1
